Complexity	Model	Value	Type
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.412204385476275	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.664553347987496	Weighted LogLoss
1_modality	Clinical	0.884615384615385	AUROC
1_modality	Clinical	0.537412785627071	AUPRC
1_modality	Clinical	0.461986861981916	Weighted LogLoss
2_modality	ClinicalMetabolomicsBioc	0.807692307692308	AUROC
2_modality	ClinicalMetabolomicsBioc	0.406981883662556	AUPRC
2_modality	ClinicalMetabolomicsBioc	0.582348431816373	Weighted LogLoss
3_modality	ClinicalMethylomicsMetabolomicsBioc	0.783653846153846	AUROC
3_modality	ClinicalMethylomicsMetabolomicsBioc	0.378286297036297	AUPRC
3_modality	ClinicalMethylomicsMetabolomicsBioc	0.661483733063597	Weighted LogLoss
4_modality	ClinicalMethylomicsMetabolomicsMetbMetabolomicsBioc	0.783653846153846	AUROC
4_modality	ClinicalMethylomicsMetabolomicsMetbMetabolomicsBioc	0.397490709570541	AUPRC
4_modality	ClinicalMethylomicsMetabolomicsMetbMetabolomicsBioc	0.659536857253109	Weighted LogLoss
5_modality	ClinicalMethylomicsProteomicsMetabolomicsMetbMetabolomicsBioc	0.788461538461538	AUROC
5_modality	ClinicalMethylomicsProteomicsMetabolomicsMetbMetabolomicsBioc	0.500449923559167	AUPRC
5_modality	ClinicalMethylomicsProteomicsMetabolomicsMetbMetabolomicsBioc	0.650001090664864	Weighted LogLoss
6_modality	ClinicalMethylomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.788461538461538	AUROC
6_modality	ClinicalMethylomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.461992874072706	AUPRC
6_modality	ClinicalMethylomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.64832667872858	Weighted LogLoss
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.783653846153846	AUROC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.362773314453987	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.644592827996536	Weighted LogLoss
1_modality	Clinical	0.761904761904762	AUROC
1_modality	Clinical	0.41624332837387	AUPRC
1_modality	Clinical	0.640065918344525	Weighted LogLoss
2_modality	ClinicalMetabolomicsMetb	0.767195767195767	AUROC
2_modality	ClinicalMetabolomicsMetb	0.464778753943993	AUPRC
2_modality	ClinicalMetabolomicsMetb	0.642804137500176	Weighted LogLoss
3_modality	ClinicalMetabolomicsMetbOlink	0.761904761904762	AUROC
3_modality	ClinicalMetabolomicsMetbOlink	0.505975056689342	AUPRC
3_modality	ClinicalMetabolomicsMetbOlink	0.63875940646248	Weighted LogLoss
4_modality	ClinicalMetabolomicsMetbMetabolomicsBiocOlink	0.756613756613757	AUROC
4_modality	ClinicalMetabolomicsMetbMetabolomicsBiocOlink	0.515451052936652	AUPRC
4_modality	ClinicalMetabolomicsMetbMetabolomicsBiocOlink	0.649307060900011	Weighted LogLoss
5_modality	ClinicalProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.747252747252747	AUROC
5_modality	ClinicalProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.515451052936652	AUPRC
5_modality	ClinicalProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.65381624087291	Weighted LogLoss
6_modality	ClinicalMethylomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.747252747252747	AUROC
6_modality	ClinicalMethylomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.464778753943993	AUPRC
6_modality	ClinicalMethylomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.651102052755786	Weighted LogLoss
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.747252747252747	AUROC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.464778753943993	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.654395765700727	Weighted LogLoss
1_modality	Clinical	0.788359788359788	AUROC
1_modality	Clinical	0.536394557823129	AUPRC
1_modality	Clinical	0.578668412695553	Weighted LogLoss
2_modality	ClinicalProteomics	0.767195767195767	AUROC
2_modality	ClinicalProteomics	0.539532454479001	AUPRC
2_modality	ClinicalProteomics	0.594560900344407	Weighted LogLoss
3_modality	ClinicalMethylomicsProteomics	0.772486772486772	AUROC
3_modality	ClinicalMethylomicsProteomics	0.541650187537136	AUPRC
3_modality	ClinicalMethylomicsProteomics	0.645979189211579	Weighted LogLoss
4_modality	ClinicalMethylomicsProteomicsOlink	0.772486772486772	AUROC
4_modality	ClinicalMethylomicsProteomicsOlink	0.539532454479001	AUPRC
4_modality	ClinicalMethylomicsProteomicsOlink	0.629256169807971	Weighted LogLoss
5_modality	ClinicalMethylomicsTranscriptomicsProteomicsOlink	0.767195767195767	AUROC
5_modality	ClinicalMethylomicsTranscriptomicsProteomicsOlink	0.536394557823129	AUPRC
5_modality	ClinicalMethylomicsTranscriptomicsProteomicsOlink	0.635936479168636	Weighted LogLoss
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbOlink	0.752747252747253	AUROC
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbOlink	0.536394557823129	AUPRC
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbOlink	0.649813651127429	Weighted LogLoss
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.772486772486772	AUROC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.536016314821557	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.646863392355016	Weighted LogLoss
1_modality	Clinical	0.752747252747253	AUROC
1_modality	Clinical	0.40596352964774	AUPRC
1_modality	Clinical	0.643224915629892	Weighted LogLoss
2_modality	ClinicalOlink	0.758241758241758	AUROC
2_modality	ClinicalOlink	0.46251159554731	AUPRC
2_modality	ClinicalOlink	0.629812432911857	Weighted LogLoss
3_modality	ClinicalMetabolomicsBiocOlink	0.752747252747253	AUROC
3_modality	ClinicalMetabolomicsBiocOlink	0.508691506905793	AUPRC
3_modality	ClinicalMetabolomicsBiocOlink	0.615452432244668	Weighted LogLoss
4_modality	ClinicalProteomicsMetabolomicsBiocOlink	0.740740740740741	AUROC
4_modality	ClinicalProteomicsMetabolomicsBiocOlink	0.421658208738041	AUPRC
4_modality	ClinicalProteomicsMetabolomicsBiocOlink	0.6297198377279	Weighted LogLoss
5_modality	ClinicalTranscriptomicsProteomicsMetabolomicsBiocOlink	0.767195767195767	AUROC
5_modality	ClinicalTranscriptomicsProteomicsMetabolomicsBiocOlink	0.419286671111276	AUPRC
5_modality	ClinicalTranscriptomicsProteomicsMetabolomicsBiocOlink	0.644302026815885	Weighted LogLoss
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.736263736263736	AUROC
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.390523917076712	AUPRC
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.654928088677478	Weighted LogLoss
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.681318681318681	AUROC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.343260630498534	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.677735671636552	Weighted LogLoss
1_modality	Clinical	0.822115384615385	AUROC
1_modality	Clinical	0.493368273346021	AUPRC
1_modality	Clinical	0.628300635180337	Weighted LogLoss
2_modality	ClinicalProteomics	0.850961538461538	AUROC
2_modality	ClinicalProteomics	0.55356845535417	AUPRC
2_modality	ClinicalProteomics	0.657833159771154	Weighted LogLoss
3_modality	ClinicalProteomicsMetabolomicsMetb	0.802197802197802	AUROC
3_modality	ClinicalProteomicsMetabolomicsMetb	0.56278321812596	AUPRC
3_modality	ClinicalProteomicsMetabolomicsMetb	0.596247649834117	Weighted LogLoss
4_modality	ClinicalProteomicsMetabolomicsMetbOlink	0.802197802197802	AUROC
4_modality	ClinicalProteomicsMetabolomicsMetbOlink	0.525248906155558	AUPRC
4_modality	ClinicalProteomicsMetabolomicsMetbOlink	0.599030801277795	Weighted LogLoss
5_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbOlink	0.802197802197802	AUROC
5_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbOlink	0.501829285858324	AUPRC
5_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbOlink	0.578514033531742	Weighted LogLoss
6_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.802197802197802	AUROC
6_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.520357237791448	AUPRC
6_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.641516037464996	Weighted LogLoss
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.71957671957672	AUROC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.409211819926106	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.662746242661098	Weighted LogLoss
1_modality	Clinical	0.716346153846154	AUROC
1_modality	Clinical	0.355788697293669	AUPRC
1_modality	Clinical	0.645520745206363	Weighted LogLoss
2_modality	ClinicalMethylomics	0.634920634920635	AUROC
2_modality	ClinicalMethylomics	0.353814113057811	AUPRC
2_modality	ClinicalMethylomics	0.676644199808847	Weighted LogLoss
3_modality	ClinicalMethylomicsTranscriptomics	0.656084656084656	AUROC
3_modality	ClinicalMethylomicsTranscriptomics	0.370821678547349	AUPRC
3_modality	ClinicalMethylomicsTranscriptomics	0.673058829145317	Weighted LogLoss
4_modality	ClinicalMethylomicsTranscriptomicsProteomics	0.634920634920635	AUROC
4_modality	ClinicalMethylomicsTranscriptomicsProteomics	0.353814113057811	AUPRC
4_modality	ClinicalMethylomicsTranscriptomicsProteomics	0.671327359786156	Weighted LogLoss
5_modality	ClinicalMethylomicsTranscriptomicsProteomicsOlink	0.645502645502645	AUROC
5_modality	ClinicalMethylomicsTranscriptomicsProteomicsOlink	0.352822812334197	AUPRC
5_modality	ClinicalMethylomicsTranscriptomicsProteomicsOlink	0.675106647997625	Weighted LogLoss
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.634920634920635	AUROC
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.353814113057811	AUPRC
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.670790271965322	Weighted LogLoss
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.637362637362637	AUROC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.28024605435828	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.674509452809351	Weighted LogLoss
1_modality	Clinical	0.8125	AUROC
1_modality	Clinical	0.510783776408776	AUPRC
1_modality	Clinical	0.590202317795155	Weighted LogLoss
2_modality	ClinicalMetabolomicsBioc	0.862637362637363	AUROC
2_modality	ClinicalMetabolomicsBioc	0.659580498866213	AUPRC
2_modality	ClinicalMetabolomicsBioc	0.618507395770128	Weighted LogLoss
3_modality	ClinicalMetabolomicsBiocOlink	0.862637362637363	AUROC
3_modality	ClinicalMetabolomicsBiocOlink	0.665532879818594	AUPRC
3_modality	ClinicalMetabolomicsBiocOlink	0.641838771771709	Weighted LogLoss
4_modality	ClinicalTranscriptomicsMetabolomicsBiocOlink	0.862637362637363	AUROC
4_modality	ClinicalTranscriptomicsMetabolomicsBiocOlink	0.644509448884449	AUPRC
4_modality	ClinicalTranscriptomicsMetabolomicsBiocOlink	0.635680703496728	Weighted LogLoss
5_modality	ClinicalTranscriptomicsProteomicsMetabolomicsBiocOlink	0.850961538461538	AUROC
5_modality	ClinicalTranscriptomicsProteomicsMetabolomicsBiocOlink	0.602100041162541	AUPRC
5_modality	ClinicalTranscriptomicsProteomicsMetabolomicsBiocOlink	0.604608234768582	Weighted LogLoss
6_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.735449735449735	AUROC
6_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.538912644255386	AUPRC
6_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.655523781956615	Weighted LogLoss
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.735449735449735	AUROC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.509570822056421	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.652299065256839	Weighted LogLoss
1_modality	Clinical	0.791208791208791	AUROC
1_modality	Clinical	0.427075658985597	AUPRC
1_modality	Clinical	0.600288882108631	Weighted LogLoss
2_modality	ClinicalMetabolomicsBioc	0.802197802197802	AUROC
2_modality	ClinicalMetabolomicsBioc	0.449359899359899	AUPRC
2_modality	ClinicalMetabolomicsBioc	0.609763109170002	Weighted LogLoss
3_modality	ClinicalMetabolomicsBiocOlink	0.763736263736264	AUROC
3_modality	ClinicalMetabolomicsBiocOlink	0.452578833494541	AUPRC
3_modality	ClinicalMetabolomicsBiocOlink	0.60545777243503	Weighted LogLoss
4_modality	ClinicalMethylomicsMetabolomicsBiocOlink	0.751322751322751	AUROC
4_modality	ClinicalMethylomicsMetabolomicsBiocOlink	0.409030410583206	AUPRC
4_modality	ClinicalMethylomicsMetabolomicsBiocOlink	0.645036092443854	Weighted LogLoss
5_modality	ClinicalMethylomicsTranscriptomicsMetabolomicsBiocOlink	0.747252747252747	AUROC
5_modality	ClinicalMethylomicsTranscriptomicsMetabolomicsBiocOlink	0.376438002990798	AUPRC
5_modality	ClinicalMethylomicsTranscriptomicsMetabolomicsBiocOlink	0.666305233001409	Weighted LogLoss
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.747252747252747	AUROC
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.388629703629704	AUPRC
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.655357369218084	Weighted LogLoss
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.763736263736264	AUROC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.373924867624916	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.641044451246264	Weighted LogLoss
1_modality	Clinical	0.836538461538462	AUROC
1_modality	Clinical	0.583656216109632	AUPRC
1_modality	Clinical	0.623593963016862	Weighted LogLoss
2_modality	ClinicalProteomics	0.836538461538462	AUROC
2_modality	ClinicalProteomics	0.583985109195193	AUPRC
2_modality	ClinicalProteomics	0.641374810907617	Weighted LogLoss
3_modality	ClinicalProteomicsOlink	0.836538461538462	AUROC
3_modality	ClinicalProteomicsOlink	0.583985109195193	AUPRC
3_modality	ClinicalProteomicsOlink	0.635872521094109	Weighted LogLoss
4_modality	ClinicalTranscriptomicsProteomicsOlink	0.836538461538462	AUROC
4_modality	ClinicalTranscriptomicsProteomicsOlink	0.583656216109632	AUPRC
4_modality	ClinicalTranscriptomicsProteomicsOlink	0.647757779848207	Weighted LogLoss
5_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbOlink	0.836538461538462	AUROC
5_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbOlink	0.583656216109632	AUPRC
5_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbOlink	0.646766770837469	Weighted LogLoss
6_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.836538461538462	AUROC
6_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.583656216109632	AUPRC
6_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.634940700808297	Weighted LogLoss
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.836538461538462	AUROC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.583656216109632	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.656305150102808	Weighted LogLoss
1_modality	Clinical	0.774725274725275	AUROC
1_modality	Clinical	0.466628992004932	AUPRC
1_modality	Clinical	0.642562613163657	Weighted LogLoss
2_modality	ClinicalProteomics	0.774038461538462	AUROC
2_modality	ClinicalProteomics	0.466628992004932	AUPRC
2_modality	ClinicalProteomics	0.65631623799794	Weighted LogLoss
3_modality	ClinicalProteomicsOlink	0.752747252747253	AUROC
3_modality	ClinicalProteomicsOlink	0.466628992004932	AUPRC
3_modality	ClinicalProteomicsOlink	0.656418405714901	Weighted LogLoss
4_modality	ClinicalMethylomicsProteomicsOlink	0.774038461538462	AUROC
4_modality	ClinicalMethylomicsProteomicsOlink	0.43933195072901	AUPRC
4_modality	ClinicalMethylomicsProteomicsOlink	0.672419925348981	Weighted LogLoss
5_modality	ClinicalMethylomicsTranscriptomicsProteomicsOlink	0.774038461538462	AUROC
5_modality	ClinicalMethylomicsTranscriptomicsProteomicsOlink	0.43933195072901	AUPRC
5_modality	ClinicalMethylomicsTranscriptomicsProteomicsOlink	0.653402118099443	Weighted LogLoss
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.774038461538462	AUROC
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.43933195072901	AUPRC
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.663783789715389	Weighted LogLoss
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.774038461538462	AUROC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.43933195072901	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.660166569971133	Weighted LogLoss
1_modality	Clinical	0.82010582010582	AUROC
1_modality	Clinical	0.513260241400635	AUPRC
1_modality	Clinical	0.593007965917066	Weighted LogLoss
2_modality	ClinicalMetabolomicsBioc	0.818681318681319	AUROC
2_modality	ClinicalMetabolomicsBioc	0.553900861043718	AUPRC
2_modality	ClinicalMetabolomicsBioc	0.596455257905383	Weighted LogLoss
3_modality	ClinicalMetabolomicsBiocOlink	0.818681318681319	AUROC
3_modality	ClinicalMetabolomicsBiocOlink	0.553900861043718	AUPRC
3_modality	ClinicalMetabolomicsBiocOlink	0.592455642461157	Weighted LogLoss
4_modality	ClinicalMethylomicsMetabolomicsBiocOlink	0.818681318681319	AUROC
4_modality	ClinicalMethylomicsMetabolomicsBiocOlink	0.513260241400635	AUPRC
4_modality	ClinicalMethylomicsMetabolomicsBiocOlink	0.636650733070582	Weighted LogLoss
5_modality	ClinicalMethylomicsTranscriptomicsMetabolomicsBiocOlink	0.818681318681319	AUROC
5_modality	ClinicalMethylomicsTranscriptomicsMetabolomicsBiocOlink	0.513260241400635	AUPRC
5_modality	ClinicalMethylomicsTranscriptomicsMetabolomicsBiocOlink	0.638652699619675	Weighted LogLoss
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.818681318681319	AUROC
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.513260241400635	AUPRC
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.655959676657108	Weighted LogLoss
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.818681318681319	AUROC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.513260241400635	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.64512890723254	Weighted LogLoss
1_modality	Clinical	0.822115384615385	AUROC
1_modality	Clinical	0.593723049860676	AUPRC
1_modality	Clinical	0.53007666466032	Weighted LogLoss
2_modality	ClinicalMethylomics	0.774038461538462	AUROC
2_modality	ClinicalMethylomics	0.582853957636566	AUPRC
2_modality	ClinicalMethylomics	0.637486175906629	Weighted LogLoss
3_modality	ClinicalMethylomicsProteomics	0.785714285714286	AUROC
3_modality	ClinicalMethylomicsProteomics	0.582853957636566	AUPRC
3_modality	ClinicalMethylomicsProteomics	0.640264719078927	Weighted LogLoss
4_modality	ClinicalMethylomicsTranscriptomicsProteomics	0.756613756613757	AUROC
4_modality	ClinicalMethylomicsTranscriptomicsProteomics	0.572130657741406	AUPRC
4_modality	ClinicalMethylomicsTranscriptomicsProteomics	0.646776322740329	Weighted LogLoss
5_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBioc	0.796703296703297	AUROC
5_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBioc	0.572130657741406	AUPRC
5_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBioc	0.643388000565982	Weighted LogLoss
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.759615384615385	AUROC
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.574145628078818	AUPRC
6_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsBiocOlink	0.649694629728664	Weighted LogLoss
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.751322751322751	AUROC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.561572382011759	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.647634570741465	Weighted LogLoss
1_modality	Clinical	0.804232804232804	AUROC
1_modality	Clinical	0.452169546381369	AUPRC
1_modality	Clinical	0.56450571474432	Weighted LogLoss
2_modality	ClinicalTranscriptomics	0.802884615384615	AUROC
2_modality	ClinicalTranscriptomics	0.581291649724406	AUPRC
2_modality	ClinicalTranscriptomics	0.617886524464411	Weighted LogLoss
3_modality	ClinicalTranscriptomicsMetabolomicsBioc	0.802884615384615	AUROC
3_modality	ClinicalTranscriptomicsMetabolomicsBioc	0.581291649724406	AUPRC
3_modality	ClinicalTranscriptomicsMetabolomicsBioc	0.619406373565892	Weighted LogLoss
4_modality	ClinicalTranscriptomicsMetabolomicsMetbMetabolomicsBioc	0.830687830687831	AUROC
4_modality	ClinicalTranscriptomicsMetabolomicsMetbMetabolomicsBioc	0.538865019692087	AUPRC
4_modality	ClinicalTranscriptomicsMetabolomicsMetbMetabolomicsBioc	0.541394788905202	Weighted LogLoss
5_modality	ClinicalTranscriptomicsMetabolomicsMetbMetabolomicsBiocOlink	0.851851851851852	AUROC
5_modality	ClinicalTranscriptomicsMetabolomicsMetbMetabolomicsBiocOlink	0.587442345359196	AUPRC
5_modality	ClinicalTranscriptomicsMetabolomicsMetbMetabolomicsBiocOlink	0.538852929602819	Weighted LogLoss
6_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.788359788359788	AUROC
6_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.485874830828247	AUPRC
6_modality	ClinicalTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.567981350247839	Weighted LogLoss
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.761904761904762	AUROC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.412951885735137	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.619420853481059	Weighted LogLoss
1_modality	Clinical	0.785714285714286	AUROC
1_modality	Clinical	0.579673141186299	AUPRC
1_modality	Clinical	0.524284568802005	Weighted LogLoss
2_modality	ClinicalMetabolomicsMetb	0.807692307692308	AUROC
2_modality	ClinicalMetabolomicsMetb	0.603810074637142	AUPRC
2_modality	ClinicalMetabolomicsMetb	0.553132117872801	Weighted LogLoss
3_modality	ClinicalMetabolomicsMetbOlink	0.807692307692308	AUROC
3_modality	ClinicalMetabolomicsMetbOlink	0.587734170591313	AUPRC
3_modality	ClinicalMetabolomicsMetbOlink	0.553844772085861	Weighted LogLoss
4_modality	ClinicalMetabolomicsMetbMetabolomicsBiocOlink	0.807692307692308	AUROC
4_modality	ClinicalMetabolomicsMetbMetabolomicsBiocOlink	0.590494933915987	AUPRC
4_modality	ClinicalMetabolomicsMetbMetabolomicsBiocOlink	0.548800533908203	Weighted LogLoss
5_modality	ClinicalProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.788359788359788	AUROC
5_modality	ClinicalProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.585271545224961	AUPRC
5_modality	ClinicalProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.560733988947117	Weighted LogLoss
6_modality	ClinicalMethylomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.825396825396825	AUROC
6_modality	ClinicalMethylomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.532681405895692	AUPRC
6_modality	ClinicalMethylomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.586741077279919	Weighted LogLoss
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.840659340659341	AUROC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.528999640592382	AUPRC
7_modality	ClinicalMethylomicsTranscriptomicsProteomicsMetabolomicsMetbMetabolomicsBiocOlink	0.567706594921139	Weighted LogLoss
1_modality	Clinical	0.822115384615385	AUROC
1_modality	Clinical	0.520221577364435	AUPRC
1_modality	Clinical	0.540356796030607	Weighted LogLoss
2_modality	ClinicalProteomics	0.846560846560847	AUROC
2_modality	ClinicalProteomics	0.530573767968726	AUPRC
2_modality	ClinicalProteomics	0.529728246931318	Weighted LogLoss
3_modality	ClinicalProteomicsOlink	0.841269841269841	AUROC
3_modality	ClinicalProteomicsOlink	0.529075665353861	AUPRC
3_modality	ClinicalProteomicsOlink	0.527213879420616	Weighted LogLoss
4_modality	ClinicalProteomicsMetabolomicsBiocOlink	0.80952380952381	AUROC
